customer_id,gender,age,partner,number_of_dependents,married,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
4988-IQIGL,M,80,No,0,NA,No,No,No,No,No,No,No,Fiber
4989-LIXVT,Male,66,No,0,No,No,Yes,Yes,No,No,Yes,No,Optic
4990-ALDGW,M,37,No,0,NA,No,No,No,No,No,No,No,None
4992-LTJNE,male,40,Yes,0,Yes,Yes,No,No,No,No,No,No,DSL
4993-JCRGJ,m,62,No,0,NA,No,No,Yes,Yes,No,No,No,Optic
4994-OBRSZ,m,24,No,3,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable
4998-IKFSE,f,27,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Optic
4999-IEZLT,Male,45,No,0,No,No,No,No,Yes,No,No,No,cable
5002-GCQFH,M,30,Yes,0,Yes,Yes,Yes,No,No,Yes,No,No,Fiber
5003-OKNNK,Female,44,Yes,3,Yes,No,No,No,No,No,No,No,None
5003-XZWWO,m,32,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
5006-MXVRN,F,23,No,0,No,No,No,No,No,No,No,No,None
5010-IPEAQ,f,29,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,cable
5012-YSPJJ,M,20,Yes,1,Yes,No,No,Yes,Yes,No,No,No,DSL 
5013-SBUIH,f,63,No,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Optic
5014-GSOUQ,m,59,No,0,No,No,No,No,No,No,No,No,None
5014-WUQMG,male,23,Yes,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Fiber Optic
5016-ETTFF,Male,46,No,0,No,No,No,Yes,No,No,No,No,DSL 
5016-IBERQ,M,28,Yes,0,Yes,No,Yes,Yes,No,No,No,No,Optic
5016-LIPDW,M,45,Yes,2,Yes,No,No,No,No,No,No,No,None
5018-GWURO,Female,25,Yes,0,Yes,No,No,No,No,Yes,No,No,Optic
5018-HEKFO,f,51,No,0,No,No,No,No,No,No,No,No,None
5018-LXQQG,female,47,Yes,2,NA,Yes,No,No,Yes,No,Yes,Yes,DSL 
5019-GQVCR,male,74,No,0,NA,No,No,No,No,Yes,No,No,Optic
5020-ZSTTY,female,70,No,0,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL
5022-JNQEQ,Female,39,Yes,1,Yes,No,No,No,Yes,No,No,No,Fiber Optic
5022-KVDQT,male,20,No,0,No,No,No,Yes,No,No,No,No,Fiber
5025-GOOKI,f,46,No,0,No,No,No,No,No,No,No,No,None
5027-QPKTE,Male,39,Yes,0,NA,No,No,No,No,No,No,No,Fiber
5027-XWQHA,male,35,No,0,No,No,No,No,No,No,No,No,Cable
5027-YOCXN,M,23,Yes,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
5028-GZLDO,m,21,No,0,No,No,No,No,No,No,No,No,Optic
5028-HTLJB,male,69,No,0,No,No,No,No,No,No,No,No,None
5032-MIYKT,female,19,No,0,No,No,No,No,No,No,No,Yes,Fiber Optic
5032-USPKF,female,57,No,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL
5035-BVCXS,m,20,No,0,No,No,Yes,No,No,No,No,No,Optic
5035-PGZXH,Female,49,No,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber
5038-ETMLM,Female,35,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5039-LZRQT,Female,52,No,0,NA,No,No,No,No,No,No,No,None
5043-TRZWM,female,32,No,0,NA,No,No,Yes,No,No,No,No,Fiber Optic
5044-LRQAQ,F,19,Yes,0,Yes,No,No,No,No,No,No,No,Fiber
5044-XDPYX,f,59,Yes,0,Yes,No,No,No,No,No,No,No,None
5046-NUHWD,female,69,Yes,0,Yes,Yes,No,Yes,No,No,Yes,No,cable
5047-LHVLY,male,68,No,0,NA,No,No,Yes,No,No,No,No,cable
5049-GLYVG,m,56,No,0,No,No,No,No,No,No,No,No,None
5049-MUBWG,Male,24,No,0,NA,Yes,No,No,Yes,Yes,Yes,Yes,DSL 
5052-PNLOS,M,50,No,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber
5054-IEXZT,M,41,No,0,No,No,Yes,No,No,No,No,No,Optic
5055-BRMNE,f,35,Yes,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Fiber
5055-MGMGF,female,35,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Optic
5056-FIMPT,F,47,No,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Optic
5057-LCOUI,f,35,No,0,No,No,No,Yes,No,Yes,Yes,Yes,DSL
5057-RKGLH,female,22,Yes,1,Yes,No,No,No,No,No,No,No,None
5060-TQUQN,Male,19,Yes,1,NA,No,Yes,No,Yes,No,No,Yes,Fiber Optic
5061-PBXFW,Female,49,Yes,1,Yes,Yes,Yes,No,Yes,No,No,No,DSL
5062-CJJKH,m,63,Yes,3,Yes,No,Yes,Yes,No,No,No,No,DSL
5063-IUOKK,m,56,No,0,No,No,No,No,No,No,No,No,None
5066-GFJMM,F,55,Yes,0,Yes,No,No,No,No,No,No,No,None
5067-DGXLL,m,35,No,0,No,No,No,No,No,No,No,No,None
5067-WJEUN,Male,42,Yes,2,Yes,Yes,Yes,No,No,No,No,No,cable
5067-XJQFU,M,77,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic
5071-FBJFS,female,61,Yes,1,Yes,Yes,No,No,No,No,No,No,Cable
5073-RZGBK,F,50,Yes,3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL 
5073-WXOYN,female,58,No,0,NA,No,Yes,No,No,Yes,Yes,Yes,Cable
5074-FBGHB,m,47,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Optic
5075-JSDKI,f,64,No,0,No,No,No,No,No,No,No,No,None
5076-YVXCM,M,55,No,0,No,No,No,No,No,No,Yes,Yes,Optic
5077-DXTCG,female,37,No,0,No,No,No,No,No,No,No,No,cable
5081-NWSUP,f,54,No,0,NA,No,Yes,No,Yes,No,Yes,Yes,DSL
5084-OOVCJ,F,25,Yes,3,Yes,Yes,No,No,Yes,No,No,No,DSL 
5087-SUURX,f,46,Yes,0,Yes,No,No,Yes,No,Yes,No,No,cable
5088-QZLRL,M,50,No,0,NA,No,No,No,No,No,No,No,None
5089-IFSDP,Female,39,Yes,0,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
5090-EMGTC,f,32,Yes,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
5091-HFAZW,F,36,No,0,No,Yes,Yes,No,No,Yes,No,No,Optic
5092-STPKP,female,45,No,0,No,Yes,No,No,Yes,No,No,No,DSL
5093-FEGLU,F,21,Yes,0,Yes,No,No,No,No,No,No,No,None
5095-AESKG,f,33,Yes,0,NA,No,Yes,No,No,No,Yes,Yes,Optic
5095-ETBRJ,f,28,NA,0,Yes,Yes,Yes,No,Yes,No,No,No,DSL
5099-BAILX,M,77,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Fiber
5103-MHMHY,F,49,No,1,No,No,No,No,No,No,No,No,Cable
5108-ADXWO,m,30,No,0,No,Yes,No,No,No,No,No,No,Fiber
5110-CHOPY,Female,61,No,0,No,Yes,No,Yes,No,Yes,Yes,Yes,cable
5115-GZDEL,Male,20,No,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
5115-SQAAU,f,55,Yes,1,Yes,No,No,No,No,No,No,No,None
5117-IFGPS,Male,73,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
5117-ZSMHQ,F,22,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
5118-MUEYH,female,22,Yes,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Optic
5119-KEPFY,Male,50,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5119-NZPTV,M,70,Yes,0,NA,No,No,No,No,No,No,No,Optic
5120-ZBLAI,female,40,Yes,0,NA,No,No,Yes,No,Yes,Yes,Yes,DSL 
5122-CYFXA,female,53,No,0,No,No,Yes,No,Yes,Yes,Yes,Yes,DSL 
5124-EOGYE,m,59,No,0,NA,No,No,No,No,No,No,No,None
5125-CNDSP,M,48,No,0,No,Yes,Yes,No,Yes,No,No,No,DSL 
5126-RCXYW,Male,41,Yes,1,Yes,No,No,Yes,Yes,No,Yes,Yes,DSL
5127-BZENZ,F,62,Yes,0,Yes,Yes,No,No,No,Yes,No,No,DSL
5129-HHMZC,F,64,Yes,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable
5129-JLPIS,M,27,No,0,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5130-IEKQT,m,73,No,0,No,No,Yes,Yes,No,Yes,Yes,No,Optic
5130-YPIRV,f,22,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,No,cable
5131-PONJI,M,62,Yes,3,Yes,No,Yes,Yes,No,Yes,No,No,Optic
5133-POWUA,m,34,No,0,No,No,No,No,No,No,No,No,cable
5133-VRSAB,m,47,No,0,NA,Yes,No,No,No,No,No,No,cable
5134-IKDAY,f,34,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
5135-GRQJV,Male,75,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5135-RDDQL,F,37,Yes,1,Yes,Yes,No,No,No,No,No,No,DSL 
5136-GFPMB,Male,44,No,0,No,No,No,Yes,No,No,Yes,Yes,Fiber
5136-KCKGI,F,22,Yes,0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber
5136-RGMZO,m,39,No,0,No,No,Yes,No,Yes,Yes,No,No,cable
5138-WVKYJ,m,51,No,0,NA,Yes,No,No,No,Yes,Yes,Yes,Optic
5140-FOMCQ,f,52,Yes,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
5141-ZUVBH,Female,46,No,1,NA,Yes,No,Yes,Yes,No,Yes,Yes,Optic
5143-EGQFK,female,76,No,0,NA,No,No,No,Yes,No,No,No,Cable
5143-WMWOG,male,62,No,0,No,No,No,No,No,No,No,No,None
5144-PQCDZ,male,55,No,0,No,No,No,No,No,No,No,No,None
5144-TVGLP,m,68,No,0,No,No,No,No,No,Yes,Yes,No,Fiber
5146-CBVOE,Female,44,No,0,No,No,Yes,No,No,No,No,No,Fiber Optic
5146-YYFRZ,male,32,No,0,No,No,No,No,No,No,No,No,None
5148-HKFIR,F,49,No,0,No,No,No,No,No,No,No,No,None
5148-ORICT,F,23,Yes,0,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,cable
5149-CUZUJ,m,35,Yes,0,NA,No,Yes,Yes,Yes,Yes,No,No,Optic
5149-QYTTU,Female,35,Yes,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Optic
5149-TGWDZ,female,48,No,0,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Optic
5150-ITWWB,Male,65,No,0,No,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5150-LJNSR,m,27,Yes,3,Yes,Yes,No,Yes,No,Yes,No,No,Fiber
5151-HQRDG,male,57,Yes,0,Yes,Yes,No,No,No,No,No,No,DSL
5153-LXKDT,M,51,NA,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber
5153-RTHKF,F,26,No,0,No,No,No,No,No,Yes,No,No,Optic
5154-VEKBL,female,30,No,0,NA,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable
5155-AZQPB,female,33,Yes,1,Yes,No,No,No,No,No,No,No,DSL
5156-UMKOW,F,44,No,3,No,No,Yes,No,No,No,No,No,DSL 
5158-RIVOP,f,32,Yes,1,Yes,No,No,No,No,No,No,No,None
5159-YFPKQ,f,37,No,0,No,No,No,Yes,No,No,No,No,Fiber
5160-UXJED,M,27,No,0,No,No,No,No,No,No,No,No,Cable
5161-UBZXI,M,38,Yes,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
5161-XEUVX,M,23,Yes,0,Yes,No,No,Yes,Yes,Yes,No,No,Optic
5167-GBFRE,M,73,No,0,No,No,No,No,No,No,No,No,DSL
5167-ZFFMM,m,64,No,0,No,No,Yes,No,No,No,Yes,Yes,Optic
5168-MQQCA,female,50,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5168-MSWXT,Male,26,Yes,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Optic
5170-PTRKA,F,19,Yes,0,NA,Yes,No,No,Yes,No,No,No,cable
5171-EPLKN,male,27,No,0,No,No,No,No,No,No,No,No,None
5172-MIGPM,Male,22,No,0,No,No,No,No,Yes,No,Yes,Yes,Cable
5172-RKOCB,M,28,Yes,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
5173-WXOQV,M,38,Yes,0,Yes,No,Yes,No,Yes,No,Yes,Yes,DSL 
5173-ZXXXL,male,47,No,0,NA,No,No,No,No,No,No,No,None
5174-ITUMV,Male,37,Yes,2,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Optic
5174-RNGBH,Female,27,No,0,No,No,Yes,No,Yes,Yes,No,No,Cable
5175-AOBHI,female,48,No,0,No,No,No,No,No,No,No,No,cable
5175-WLYXL,m,56,No,0,NA,No,Yes,No,No,No,No,No,Optic
5176-LDKUH,Female,64,No,0,No,No,Yes,No,No,No,No,No,Fiber Optic
5176-LMJXE,Female,34,No,0,No,No,No,No,No,No,No,No,None
5176-OLSKT,female,49,Yes,0,Yes,Yes,Yes,Yes,No,No,No,No,DSL
5177-RVZNU,Female,28,No,3,No,No,No,No,No,No,No,No,None
5178-LMXOP,male,71,Yes,0,Yes,No,No,No,No,Yes,Yes,No,Fiber
5180-UCIIQ,male,80,Yes,2,Yes,Yes,No,No,No,No,Yes,No,cable
5181-OABFK,F,59,Yes,3,Yes,Yes,Yes,Yes,No,No,No,No,cable
5183-KLYEM,female,30,No,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
5183-SNMJQ,m,32,No,0,No,No,No,No,Yes,Yes,Yes,Yes,Fiber
5186-EJEGL,M,24,No,0,No,Yes,No,Yes,Yes,Yes,No,Yes,DSL 
5186-PEIZU,F,31,No,0,NA,No,No,No,No,No,No,No,None
5186-SAMNZ,m,75,No,0,No,No,No,No,No,No,No,No,Fiber
5188-HGMLP,M,73,Yes,0,NA,No,No,No,No,No,No,No,Fiber Optic
5192-EBGOV,f,68,No,0,No,No,No,No,No,Yes,No,No,Optic
5193-QLVZB,Male,52,No,0,NA,No,Yes,Yes,No,Yes,Yes,Yes,Fiber
5195-KPUNQ,F,72,No,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Optic
5196-SGOAK,female,39,No,0,NA,No,Yes,No,No,No,No,No,Fiber Optic
5196-WPYOW,M,43,Yes,2,Yes,Yes,Yes,No,Yes,No,No,No,Cable
5197-LQXXH,F,56,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
5197-PYEPU,female,21,Yes,3,Yes,Yes,Yes,No,No,Yes,No,No,Optic
5197-YPYBZ,f,39,Yes,2,Yes,No,No,No,No,No,No,No,None
5198-EFNBM,Male,66,Yes,0,Yes,No,Yes,Yes,No,Yes,No,No,Fiber Optic
5198-HQAEN,m,50,Yes,3,Yes,No,Yes,No,Yes,Yes,No,No,Optic
5199-FPUSP,male,64,No,2,No,Yes,No,No,Yes,No,No,No,cable
5201-CBWYG,M,60,Yes,1,Yes,No,No,No,No,No,No,No,None
5201-FRKKS,m,53,No,0,No,Yes,No,No,No,No,No,No,Fiber
5201-USSQZ,F,56,Yes,0,Yes,No,No,No,Yes,No,Yes,Yes,Fiber
5202-IVJNU,female,56,No,2,No,No,No,Yes,No,No,No,No,DSL
5203-XEHAX,female,55,No,0,No,Yes,Yes,No,No,No,Yes,Yes,DSL
5204-HMGYF,f,32,Yes,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
5204-QZXPU,m,50,No,0,No,No,No,Yes,No,Yes,No,No,DSL
5206-HPJKM,Male,64,No,0,No,Yes,Yes,No,No,No,No,No,DSL
5206-XZZQI,M,56,No,0,NA,No,Yes,No,Yes,No,No,No,Optic
5207-PLSTK,Male,32,Yes,2,Yes,Yes,No,No,No,No,No,No,DSL
5208-FVQKB,m,41,Yes,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,DSL
5208-HFSBT,Female,47,No,0,No,No,Yes,No,Yes,No,No,No,DSL
5213-TWWJU,Male,26,No,0,No,No,No,Yes,Yes,No,Yes,Yes,Fiber
5214-CHIWJ,male,44,No,0,NA,No,No,No,No,No,No,No,None
5214-NLTIT,Male,22,Yes,1,Yes,No,No,Yes,No,No,Yes,Yes,Fiber
5215-LNLDJ,Female,20,Yes,2,NA,No,No,No,No,No,No,Yes,DSL
5216-WASFJ,Female,68,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Optic
5219-YIPTK,female,46,Yes,0,NA,No,Yes,Yes,No,Yes,Yes,Yes,Optic
5220-AGAAX,m,60,Yes,1,NA,No,No,No,No,No,No,No,None
5222-IMUKT,m,40,No,0,NA,No,No,No,No,Yes,Yes,Yes,Fiber Optic
5222-JCXZT,M,31,No,0,No,No,No,No,No,No,No,No,None
5223-UZAVK,Male,51,No,0,No,Yes,Yes,No,No,Yes,Yes,Yes,Optic
5226-NOZFC,M,48,No,0,No,No,Yes,No,No,Yes,No,No,Fiber Optic
5227-JSCFE,Male,74,Yes,0,Yes,Yes,Yes,Yes,Yes,No,No,No,DSL 
5228-EXCET,male,40,No,0,No,No,No,No,No,No,Yes,Yes,Optic
5229-DTFYB,female,64,No,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Optic
5229-PRWKT,m,47,No,0,NA,No,No,No,No,No,Yes,Yes,Fiber
5231-FIQPA,F,53,No,0,NA,No,No,No,No,No,No,No,None
5232-NXPAY,F,33,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,DSL 
5233-AOZUF,F,62,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
5233-GEEAX,M,65,No,0,No,No,No,Yes,No,No,No,No,DSL
5236-PERKL,f,38,No,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
5236-XMZJY,Female,27,No,0,No,Yes,Yes,Yes,No,No,No,No,cable
5240-CAOYT,Female,30,No,0,No,Yes,Yes,No,Yes,No,No,No,Optic
5240-IJOQT,Male,69,No,0,No,No,No,No,No,No,No,No,Optic
5242-UOWHD,Male,24,Yes,2,NA,No,No,No,No,No,No,No,None
5243-SAOTC,M,36,No,0,No,No,Yes,No,No,No,No,No,Fiber Optic
5244-IRFIH,m,72,Yes,0,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic
5245-VDBUR,F,58,Yes,0,Yes,Yes,No,Yes,No,No,No,No,DSL
5248-KWLAR,Male,31,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
5248-RPYWW,f,78,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Cable
5248-YGIJN,M,36,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
5249-QYHEX,Female,27,Yes,2,Yes,No,No,No,No,No,No,No,None
5256-SKJGO,F,48,Yes,0,NA,No,Yes,No,Yes,Yes,Yes,Yes,DSL
5260-UMPWX,F,41,Yes,1,Yes,No,No,No,No,No,No,No,None
5261-QSHQM,f,31,No,0,No,No,No,No,No,No,No,No,DSL
5266-PFRQK,m,47,Yes,3,NA,No,No,No,No,No,No,No,None
5268-DSMNQ,f,65,Yes,0,Yes,No,Yes,Yes,No,Yes,No,No,Fiber
5269-NRGDP,Male,54,Yes,2,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL
5271-DBYSJ,M,80,No,0,No,No,No,No,No,No,Yes,Yes,Fiber
5271-YNWVR,M,48,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
5274-XHAKY,Female,19,Yes,2,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic
5275-PMFUT,Male,52,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
5275-SQEIZ,Male,64,No,0,NA,No,No,No,No,No,Yes,Yes,Fiber
5276-KQWHG,female,74,No,0,No,No,No,No,No,No,No,No,Optic
5277-ZLOOR,F,78,No,0,NA,No,No,No,No,Yes,No,No,Optic
5278-PNYOX,Female,49,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5281-BUZGT,M,69,No,0,No,Yes,No,No,No,Yes,No,No,Fiber Optic
5285-MVEHD,Female,35,Yes,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
5286-YHCVC,male,58,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Optic
5287-QWLKY,Male,79,Yes,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Optic
5288-AHOUP,male,71,No,0,NA,No,No,No,No,No,Yes,Yes,Fiber
5293-WXJAK,female,73,Yes,0,Yes,No,No,Yes,Yes,Yes,Yes,No,Fiber Optic
5294-CDGWY,M,51,Yes,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL
5294-DMSFH,F,32,Yes,2,Yes,No,No,No,No,Yes,Yes,Yes,Optic
5294-IMHHT,m,44,Yes,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic
5295-PCJOO,male,44,No,2,No,Yes,No,No,No,No,No,No,Cable
5296-BFCYD,Male,35,Yes,2,Yes,No,No,No,No,No,No,No,None
5296-PSYVW,Female,41,Yes,0,Yes,No,No,No,No,No,No,No,None
5297-MDOIR,f,20,Yes,0,Yes,Yes,No,Yes,No,No,No,Yes,Fiber
5298-GSTLM,female,74,No,0,No,Yes,No,No,No,Yes,Yes,No,Fiber
5299-RULOA,female,62,Yes,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic
5299-SJCZT,M,57,No,0,NA,No,No,Yes,No,Yes,Yes,Yes,Fiber
5301-GAUUY,male,31,No,0,No,No,Yes,No,No,No,No,No,Optic
5302-BDJNT,M,27,No,0,No,No,No,Yes,Yes,Yes,No,No,Fiber Optic
5304-EFJLP,m,72,Yes,0,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
5306-BVTKJ,m,20,Yes,1,Yes,No,Yes,Yes,No,No,No,Yes,DSL 
5307-DZCVC,f,78,Yes,0,Yes,No,No,No,No,Yes,No,No,Optic
5307-UVGNB,F,40,Yes,3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,cable
5309-TAIKL,f,42,No,0,No,No,No,Yes,Yes,No,Yes,Yes,DSL 
5310-NOOVA,M,51,No,0,NA,No,No,No,No,No,No,No,None
5311-IHLEI,M,45,No,0,No,Yes,Yes,No,Yes,Yes,No,No,DSL
5312-IRCFR,Female,21,Yes,3,Yes,No,Yes,Yes,No,No,Yes,Yes,Fiber Optic
5312-TSZVC,f,36,No,0,No,No,No,No,No,No,No,No,None
5312-UXESG,f,43,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Optic
5313-FPXWG,Male,58,No,0,No,No,No,No,No,No,No,No,None
5315-CKEQK,M,73,Yes,2,Yes,No,No,No,No,No,No,No,DSL
5317-FLPJF,Female,25,No,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL 
5318-IXUZF,f,50,No,0,No,No,Yes,No,No,Yes,No,No,Fiber
5318-YKDPV,m,62,Yes,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL
5320-BRKGK,F,28,Yes,2,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL 
5321-NTRKC,m,25,Yes,1,NA,No,Yes,Yes,No,Yes,Yes,Yes,DSL
5322-TEUJK,female,45,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optic
5322-ZSMZY,Male,26,Yes,3,Yes,No,No,No,No,No,No,No,None
5324-KTGCG,male,55,Yes,0,NA,No,No,No,No,No,No,No,None
5325-UWTWJ,M,47,Yes,0,Yes,Yes,Yes,No,Yes,No,No,No,Fiber
5327-CNLUQ,M,33,Yes,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber
5327-XOKKY,m,79,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,cable
5329-KRDTM,m,73,Yes,0,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL
5331-RGMTT,m,67,Yes,0,Yes,No,No,Yes,No,Yes,Yes,No,Fiber
5334-AFQJB,M,66,No,0,No,No,No,No,No,No,No,No,None
5334-JLAXU,female,44,Yes,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic
5336-UFNZP,female,65,Yes,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Optic
5337-IIWKZ,male,35,Yes,3,Yes,No,No,Yes,Yes,Yes,No,No,DSL 
5338-YHWYT,Male,45,No,1,No,Yes,Yes,No,Yes,No,No,No,Cable
5339-PXDVH,Male,43,No,0,No,Yes,No,No,No,Yes,No,No,Fiber
5339-TJFEK,male,22,Yes,1,NA,Yes,Yes,No,No,Yes,Yes,Yes,Fiber
5343-SGUBI,female,43,No,0,No,No,Yes,No,No,No,No,No,Fiber Optic
5345-BMKWB,male,29,Yes,0,Yes,No,No,No,No,No,No,No,None
5346-BZCHP,female,19,Yes,2,Yes,No,No,No,No,No,No,No,None
5348-CAGXB,M,60,No,0,No,No,No,Yes,No,Yes,No,No,Fiber Optic
5349-AZPEW,f,40,Yes,3,Yes,No,No,No,No,No,No,No,DSL 
5349-IECLD,male,61,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
5351-QESIO,M,64,No,2,NA,No,No,No,No,No,No,No,cable
5353-WILCI,female,51,No,0,No,Yes,Yes,No,No,No,No,No,cable
5356-CSVSQ,female,20,No,0,No,No,No,No,Yes,Yes,No,No,Cable
5356-KZCKT,m,42,No,0,No,No,No,No,No,No,No,No,None
5356-RHIPP,male,38,No,0,No,No,No,No,No,No,No,No,None
5357-TZHPP,Male,67,No,0,No,No,No,No,No,No,Yes,No,Fiber Optic
5360-LJCNJ,Female,37,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Optic
5360-XGYAZ,male,32,Yes,1,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
5364-EVNIB,m,61,No,0,No,No,Yes,Yes,No,No,No,No,Optic
5364-XYIRR,male,44,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,Fiber
5365-LLFYV,f,43,No,0,No,No,No,No,No,No,No,No,DSL 
5366-IJEQJ,Male,20,No,0,No,No,No,Yes,No,Yes,No,No,Fiber Optic
5366-OBVMR,female,42,Yes,0,Yes,No,No,No,Yes,No,No,No,DSL
5370-IIVVL,male,26,No,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Optic
5371-VYLSX,female,65,No,0,No,Yes,Yes,No,No,No,No,No,Fiber
5372-FBKBN,F,38,No,2,No,No,No,No,No,No,No,No,None
5373-SFODM,Male,65,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Fiber
5375-XLDOF,m,24,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
5376-DEQCP,Female,48,No,0,No,No,No,No,No,No,No,No,Fiber Optic
5376-PCKNB,m,35,Yes,1,NA,No,Yes,Yes,No,Yes,Yes,Yes,Optic
5377-NDTOU,female,26,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
5378-IKEEG,F,47,No,0,No,No,No,No,No,Yes,No,No,cable
