customer_id,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals
4919-IKATY,5,Yes,Yes,Yes,8,Yes,Offer E,Yes,3
4919-MOAVT,3,Yes,Yes,No,23,Yes,Offer E,No,0
4922-CVPDX,26,Yes,Yes,No,58,No,Offer C,Yes,6
4923-ADWXJ,25,Yes,Yes,No,10,Yes,None,No,0
4925-LMHOK,15,Yes,Yes,Yes,59,Yes,Offer D,No,0
4926-UMJZD,31,Yes,Yes,No,15,No,None,Yes,4
4927-WWOOZ,2,Yes,Yes,Yes,20,No,None,No,0
4929-BSTRX,1,Yes,Yes,No,14,Yes,None,No,0
4929-ROART,18,Yes,Yes,Yes,17,No,None,No,0
4929-XIHVW,2,Yes,Yes,No,11,No,Offer E,Yes,10
4931-TRZWN,13,Yes,Yes,No,5,Yes,Offer D,No,0
4933-BSAIP,40,No,Yes,No,0,No,None,Yes,1
4933-IKULF,17,No,Yes,No,0,No,Offer D,No,0
4936-YPJNK,10,No,Yes,No,0,No,None,No,0
4937-QPZPO,61,Yes,Yes,Yes,58,Yes,None,Yes,3
4939-KYYPY,27,Yes,Yes,Yes,25,Yes,None,No,0
4940-KHCWD,60,Yes,No,No,2,Yes,Offer B,Yes,1
4942-VZZOM,64,Yes,Yes,Yes,2,Yes,Offer B,Yes,3
4945-RVMTE,28,Yes,Yes,No,3,Yes,None,No,0
4946-EDSEW,11,No,Yes,No,0,No,Offer D,Yes,1
4947-DSMXK,34,Yes,Yes,Yes,52,Yes,None,Yes,9
4948-WBBKL,36,Yes,Yes,Yes,10,Yes,Offer C,No,0
4950-BDEUX,35,Yes,No,No,26,Yes,Offer C,No,0
4950-HKQTE,22,No,Yes,Yes,0,No,Offer D,No,0
4951-UKAAQ,4,Yes,Yes,Yes,51,No,None,No,0
4952-YSOGZ,4,Yes,Yes,Yes,30,Yes,None,Yes,1
4955-VCWBI,43,No,Yes,No,0,No,None,Yes,5
4957-SREEC,70,No,Yes,No,0,No,Offer A,Yes,2
4957-TIALW,15,Yes,Yes,No,73,Yes,Offer D,No,0
4957-TREIR,3,Yes,Yes,No,7,Yes,None,No,0
4958-GZWIY,7,Yes,Yes,No,4,Yes,None,Yes,1
4958-XCBDQ,35,Yes,Yes,Yes,25,Yes,Offer C,No,0
4959-JOSRX,2,Yes,Yes,No,16,Yes,Offer E,Yes,3
4962-CHQPW,29,No,Yes,No,0,No,Offer C,No,0
4967-WPNCF,72,Yes,No,No,14,Yes,Offer A,No,0
4971-PUYQO,27,Yes,Yes,Yes,6,Yes,None,No,0
4973-MGTON,71,Yes,Yes,No,26,Yes,None,No,0
4973-RLZVI,30,Yes,Yes,No,13,No,None,No,0
4976-LNFVV,19,Yes,No,No,14,Yes,None,Yes,6
4979-HPRFL,56,No,Yes,Yes,0,No,Offer B,Yes,1
4980-URKXC,36,No,Yes,No,0,No,None,Yes,1
4981-FLTMF,57,Yes,Yes,Yes,15,Yes,None,Yes,3
4983-CCWMC,3,Yes,Yes,No,16,No,None,No,0
4983-CLMLV,52,Yes,Yes,Yes,71,Yes,None,No,0
4986-MXSFP,2,No,Yes,No,0,No,Offer E,No,0
4987-GQWPO,17,Yes,No,No,11,Yes,None,No,0
4988-IQIGL,1,Yes,Yes,Yes,18,Yes,None,No,0
4989-LIXVT,68,Yes,Yes,Yes,28,Yes,None,No,0
4990-ALDGW,57,No,Yes,No,0,No,None,No,0
4992-LTJNE,72,Yes,Yes,Yes,27,Yes,Offer A,Yes,5
4993-JCRGJ,26,Yes,Yes,Yes,30,Yes,None,No,0
4994-OBRSZ,14,Yes,Yes,No,52,Yes,None,No,0
4998-IKFSE,30,Yes,Yes,Yes,59,No,Offer C,No,0
4999-IEZLT,66,Yes,No,No,15,Yes,None,No,0
5002-GCQFH,49,Yes,Yes,Yes,26,No,Offer B,Yes,1
5003-OKNNK,15,No,Yes,No,0,No,Offer D,Yes,10
5003-XZWWO,71,Yes,Yes,Yes,30,Yes,None,Yes,4
5006-MXVRN,39,No,Yes,No,0,No,None,No,0
5010-IPEAQ,67,Yes,No,No,51,Yes,None,Yes,2
5012-YSPJJ,31,Yes,Yes,No,71,Yes,None,Yes,6
5013-SBUIH,50,Yes,Yes,Yes,28,Yes,None,No,0
5014-GSOUQ,13,No,Yes,No,0,No,Offer D,No,0
5014-WUQMG,47,Yes,Yes,No,52,Yes,Offer B,Yes,1
5016-ETTFF,10,Yes,No,No,30,No,Offer D,No,0
5016-IBERQ,23,Yes,Yes,Yes,51,Yes,None,Yes,1
5016-LIPDW,57,No,Yes,No,0,No,None,Yes,1
5018-GWURO,56,Yes,Yes,Yes,51,Yes,None,Yes,9
5018-HEKFO,10,No,Yes,Yes,0,No,Offer D,No,0
5018-LXQQG,30,Yes,Yes,No,17,Yes,Offer C,Yes,1
5019-GQVCR,43,Yes,Yes,Yes,7,Yes,None,No,0
5020-ZSTTY,54,Yes,Yes,Yes,5,Yes,Offer B,No,0
5022-JNQEQ,9,Yes,Yes,No,20,Yes,None,Yes,10
5022-KVDQT,27,Yes,Yes,Yes,69,No,None,No,0
5025-GOOKI,20,No,Yes,No,0,No,Offer D,No,0
5027-QPKTE,7,Yes,Yes,No,28,No,Offer E,Yes,1
5027-XWQHA,6,Yes,Yes,No,10,No,None,No,0
5027-YOCXN,51,Yes,Yes,Yes,41,Yes,None,Yes,6
5028-GZLDO,2,Yes,Yes,No,85,Yes,None,No,0
5028-HTLJB,1,No,Yes,No,0,No,Offer E,No,0
5032-MIYKT,1,Yes,Yes,No,52,Yes,None,No,0
5032-USPKF,38,Yes,Yes,Yes,13,Yes,None,No,0
5035-BVCXS,11,Yes,Yes,No,27,Yes,None,No,0
5035-PGZXH,56,Yes,Yes,Yes,2,No,None,No,0
5038-ETMLM,72,Yes,Yes,Yes,22,Yes,Offer A,Yes,10
5039-LZRQT,13,No,Yes,No,0,No,None,No,0
5043-TRZWM,1,Yes,Yes,No,26,Yes,None,No,0
5044-LRQAQ,7,Yes,Yes,No,73,Yes,None,Yes,8
5044-XDPYX,51,No,Yes,Yes,0,No,None,Yes,7
5046-NUHWD,29,Yes,No,No,23,Yes,None,Yes,5
5047-LHVLY,1,Yes,Yes,No,12,Yes,Offer E,No,0
5049-GLYVG,1,No,Yes,No,0,No,Offer E,No,0
5049-MUBWG,26,Yes,Yes,No,76,Yes,None,No,0
5052-PNLOS,3,Yes,Yes,Yes,14,Yes,Offer E,No,0
5054-IEXZT,1,Yes,Yes,No,21,No,None,No,0
5055-BRMNE,67,Yes,Yes,Yes,16,Yes,Offer A,Yes,3
5055-MGMGF,65,Yes,Yes,Yes,23,No,Offer B,Yes,3
5056-FIMPT,43,Yes,Yes,No,10,No,None,No,0
5057-LCOUI,39,Yes,No,No,4,Yes,Offer C,No,0
5057-RKGLH,9,No,Yes,No,0,No,None,Yes,9
5060-TQUQN,30,Yes,Yes,Yes,48,Yes,None,Yes,1
5061-PBXFW,32,Yes,Yes,No,17,Yes,None,Yes,3
5062-CJJKH,25,Yes,Yes,No,53,Yes,None,Yes,1
5063-IUOKK,13,No,Yes,No,0,No,Offer D,No,0
5066-GFJMM,3,No,Yes,No,0,No,Offer E,Yes,4
5067-DGXLL,2,No,Yes,No,0,No,None,No,0
5067-WJEUN,67,Yes,Yes,No,26,No,Offer A,Yes,1
5067-XJQFU,66,Yes,Yes,Yes,9,Yes,None,Yes,3
5071-FBJFS,4,Yes,Yes,No,21,Yes,None,Yes,8
5073-RZGBK,50,Yes,Yes,Yes,76,Yes,Offer B,Yes,6
5073-WXOYN,60,Yes,No,No,5,Yes,Offer B,No,0
5074-FBGHB,64,Yes,Yes,Yes,23,Yes,None,No,0
5075-JSDKI,59,No,Yes,Yes,0,No,Offer B,No,0
5076-YVXCM,51,Yes,Yes,Yes,12,No,Offer B,No,0
5077-DXTCG,1,Yes,Yes,No,26,Yes,None,No,0
5081-NWSUP,10,Yes,Yes,No,5,Yes,Offer D,No,0
5084-OOVCJ,17,Yes,Yes,No,69,Yes,None,Yes,1
5087-SUURX,18,Yes,No,No,30,Yes,None,Yes,1
5088-QZLRL,1,No,Yes,No,0,No,Offer E,No,0
5089-IFSDP,58,Yes,Yes,Yes,24,Yes,Offer B,Yes,1
5090-EMGTC,59,Yes,Yes,No,11,Yes,Offer B,Yes,10
5091-HFAZW,2,Yes,Yes,No,12,No,None,No,0
5092-STPKP,24,Yes,Yes,No,4,Yes,None,No,0
5093-FEGLU,47,No,Yes,No,0,No,Offer B,Yes,1
5095-AESKG,3,Yes,Yes,Yes,20,No,None,Yes,1
5095-ETBRJ,55,Yes,Yes,No,69,Yes,None,Yes,5
5099-BAILX,43,Yes,Yes,Yes,5,Yes,Offer B,Yes,1
5103-MHMHY,1,Yes,Yes,No,19,Yes,Offer E,No,0
5108-ADXWO,11,Yes,Yes,No,30,Yes,None,No,0
5110-CHOPY,60,Yes,No,No,4,Yes,None,No,0
5115-GZDEL,72,Yes,No,No,71,Yes,None,No,0
5115-SQAAU,69,No,Yes,Yes,0,No,None,Yes,5
5117-IFGPS,29,Yes,Yes,Yes,12,Yes,Offer C,Yes,7
5117-ZSMHQ,71,Yes,Yes,Yes,85,No,Offer A,Yes,9
5118-MUEYH,48,Yes,Yes,Yes,51,Yes,Offer B,Yes,4
5119-KEPFY,36,Yes,Yes,Yes,6,Yes,None,Yes,3
5119-NZPTV,2,Yes,Yes,No,24,Yes,Offer E,Yes,9
5120-ZBLAI,50,Yes,Yes,Yes,28,Yes,Offer B,Yes,5
5122-CYFXA,3,Yes,Yes,No,20,Yes,Offer E,No,0
5124-EOGYE,31,No,Yes,No,0,No,None,No,0
5125-CNDSP,63,Yes,No,No,28,Yes,Offer B,No,0
5126-RCXYW,54,Yes,No,No,19,No,Offer B,No,0
5127-BZENZ,56,Yes,Yes,Yes,11,Yes,Offer B,Yes,1
5129-HHMZC,43,Yes,Yes,Yes,14,Yes,None,Yes,6
5129-JLPIS,25,Yes,Yes,No,48,Yes,None,No,0
5130-IEKQT,25,Yes,Yes,Yes,22,Yes,Offer C,No,0
5130-YPIRV,62,Yes,Yes,No,59,Yes,Offer B,Yes,1
5131-PONJI,49,Yes,Yes,No,20,Yes,Offer B,Yes,10
5133-POWUA,1,Yes,Yes,No,21,Yes,None,No,0
5133-VRSAB,8,Yes,No,No,8,No,Offer E,No,0
5134-IKDAY,1,Yes,Yes,No,13,Yes,None,Yes,1
5135-GRQJV,72,Yes,Yes,Yes,19,Yes,Offer A,Yes,4
5135-RDDQL,63,Yes,Yes,No,11,Yes,Offer B,Yes,6
5136-GFPMB,54,Yes,Yes,Yes,15,Yes,Offer B,No,0
5136-KCKGI,33,Yes,Yes,Yes,73,Yes,Offer C,Yes,1
5136-RGMZO,31,Yes,Yes,Yes,24,Yes,None,No,0
5138-WVKYJ,10,Yes,Yes,Yes,13,Yes,Offer D,No,0
5140-FOMCQ,59,Yes,Yes,Yes,4,Yes,Offer B,Yes,7
5141-ZUVBH,9,Yes,Yes,No,16,Yes,None,No,0
5143-EGQFK,10,Yes,No,No,20,No,None,No,0
5143-WMWOG,1,No,Yes,No,0,No,None,No,0
5144-PQCDZ,4,No,Yes,No,0,No,None,No,0
5144-TVGLP,38,Yes,Yes,Yes,13,Yes,None,No,0
5146-CBVOE,16,Yes,Yes,No,25,Yes,None,No,0
5146-YYFRZ,67,No,Yes,No,0,No,Offer A,No,0
5148-HKFIR,20,No,Yes,No,0,No,None,No,0
5148-ORICT,64,Yes,Yes,No,42,Yes,None,Yes,2
5149-CUZUJ,28,Yes,Yes,No,16,Yes,None,Yes,1
5149-QYTTU,71,Yes,Yes,Yes,19,No,Offer A,Yes,3
5149-TGWDZ,21,Yes,Yes,No,27,Yes,None,No,0
5150-ITWWB,3,Yes,Yes,Yes,28,Yes,Offer E,No,0
5150-LJNSR,31,Yes,Yes,Yes,59,Yes,Offer C,Yes,3
5151-HQRDG,37,Yes,Yes,Yes,10,Yes,None,Yes,6
5153-LXKDT,68,Yes,Yes,Yes,75,Yes,None,Yes,1
5153-RTHKF,34,Yes,Yes,Yes,76,No,None,No,0
5154-VEKBL,9,Yes,No,No,48,Yes,Offer E,No,0
5155-AZQPB,28,Yes,Yes,Yes,30,Yes,Offer C,Yes,6
5156-UMKOW,3,Yes,No,No,53,Yes,None,No,0
5158-RIVOP,11,No,Yes,No,0,No,Offer D,Yes,3
5159-YFPKQ,2,Yes,Yes,No,16,Yes,Offer E,No,0
5160-UXJED,17,Yes,Yes,No,73,Yes,None,No,0
5161-UBZXI,69,Yes,Yes,No,24,Yes,None,Yes,1
5161-XEUVX,37,Yes,Yes,Yes,58,Yes,Offer C,Yes,8
5167-GBFRE,4,Yes,No,No,19,Yes,Offer E,No,0
5167-ZFFMM,1,Yes,Yes,Yes,24,Yes,Offer E,No,0
5168-MQQCA,72,Yes,Yes,Yes,16,Yes,Offer A,Yes,2
5168-MSWXT,8,Yes,Yes,No,82,Yes,None,Yes,4
5170-PTRKA,49,Yes,No,No,82,Yes,None,Yes,1
5171-EPLKN,27,No,Yes,No,0,No,None,No,0
5172-MIGPM,4,Yes,Yes,Yes,59,Yes,None,No,0
5172-RKOCB,72,Yes,Yes,Yes,53,Yes,None,No,0
5173-WXOQV,2,Yes,Yes,No,26,No,Offer E,Yes,2
5173-ZXXXL,2,No,Yes,No,0,No,None,No,0
5174-ITUMV,67,Yes,Yes,Yes,16,Yes,Offer A,No,0
5174-RNGBH,9,Yes,Yes,No,69,No,None,No,0
5175-AOBHI,4,Yes,Yes,No,16,Yes,None,No,0
5175-WLYXL,22,Yes,Yes,Yes,10,No,Offer D,No,0
5176-LDKUH,48,Yes,Yes,No,23,Yes,None,No,0
5176-LMJXE,47,No,Yes,No,0,No,None,No,0
5176-OLSKT,66,Yes,Yes,Yes,11,No,Offer A,Yes,5
5177-RVZNU,37,No,Yes,No,0,No,None,No,0
5178-LMXOP,1,Yes,Yes,Yes,11,Yes,None,Yes,1
5180-UCIIQ,22,Yes,No,No,18,Yes,None,Yes,5
5181-OABFK,56,Yes,Yes,No,53,Yes,None,Yes,7
5183-KLYEM,72,Yes,Yes,Yes,42,Yes,Offer A,No,0
5183-SNMJQ,10,Yes,Yes,No,11,Yes,Offer D,No,0
5186-EJEGL,9,Yes,Yes,No,51,Yes,None,No,0
5186-PEIZU,35,No,Yes,No,0,No,None,No,0
5186-SAMNZ,1,Yes,Yes,No,15,No,None,No,0
5188-HGMLP,54,Yes,Yes,Yes,5,Yes,None,Yes,10
5192-EBGOV,1,Yes,Yes,Yes,21,Yes,None,No,0
5193-QLVZB,63,Yes,Yes,Yes,21,Yes,Offer B,No,0
5195-KPUNQ,53,Yes,Yes,No,28,Yes,Offer B,No,0
5196-SGOAK,1,Yes,Yes,No,21,Yes,Offer E,No,0
5196-WPYOW,67,Yes,Yes,No,19,Yes,None,Yes,1
5197-LQXXH,71,Yes,Yes,Yes,18,Yes,None,Yes,9
5197-PYEPU,42,Yes,Yes,Yes,69,No,Offer B,Yes,5
5197-YPYBZ,12,No,Yes,Yes,0,No,None,Yes,4
5198-EFNBM,57,Yes,Yes,No,4,Yes,None,Yes,10
5198-HQAEN,35,Yes,Yes,No,57,Yes,Offer C,Yes,5
5199-FPUSP,33,Yes,No,No,12,Yes,None,No,0
5201-CBWYG,62,No,Yes,Yes,0,No,None,Yes,1
5201-FRKKS,25,Yes,Yes,No,26,Yes,Offer C,No,0
5201-USSQZ,26,Yes,Yes,No,2,Yes,None,Yes,1
5202-IVJNU,39,Yes,No,No,24,No,None,No,0
5203-XEHAX,34,Yes,Yes,No,7,Yes,None,No,0
5204-HMGYF,49,Yes,Yes,No,23,Yes,None,Yes,4
5204-QZXPU,19,Yes,No,No,21,Yes,None,No,0
5206-HPJKM,17,Yes,Yes,No,14,Yes,None,No,0
5206-XZZQI,53,Yes,Yes,No,29,No,Offer B,No,0
5207-PLSTK,1,Yes,Yes,No,22,Yes,None,Yes,10
5208-FVQKB,70,Yes,Yes,No,15,Yes,Offer A,Yes,7
5208-HFSBT,2,Yes,Yes,No,30,Yes,Offer E,No,0
5213-TWWJU,28,Yes,Yes,No,59,Yes,None,No,0
5214-CHIWJ,27,No,Yes,No,0,No,None,No,0
5214-NLTIT,72,Yes,Yes,Yes,59,No,Offer A,Yes,1
5215-LNLDJ,7,Yes,No,No,76,Yes,None,Yes,3
5216-WASFJ,31,Yes,Yes,Yes,3,Yes,Offer C,Yes,4
5219-YIPTK,33,Yes,Yes,Yes,12,Yes,None,Yes,1
5220-AGAAX,68,No,Yes,Yes,0,No,Offer A,Yes,8
5222-IMUKT,32,Yes,Yes,No,24,Yes,None,No,0
5222-JCXZT,4,No,Yes,No,0,No,None,No,0
5223-UZAVK,64,Yes,Yes,No,2,Yes,Offer B,No,0
5226-NOZFC,26,Yes,Yes,No,13,Yes,None,No,0
5227-JSCFE,71,Yes,No,No,19,Yes,Offer A,Yes,9
5228-EXCET,13,Yes,Yes,No,20,Yes,None,No,0
5229-DTFYB,41,Yes,Yes,No,2,Yes,None,No,0
5229-PRWKT,8,Yes,Yes,Yes,2,Yes,Offer E,No,0
5231-FIQPA,41,No,Yes,No,0,No,None,No,0
5232-NXPAY,47,Yes,Yes,No,12,Yes,Offer B,No,0
5233-AOZUF,29,Yes,Yes,Yes,17,Yes,None,Yes,3
5233-GEEAX,8,Yes,No,No,4,Yes,Offer E,No,0
5236-PERKL,57,Yes,Yes,Yes,6,Yes,None,No,0
5236-XMZJY,42,Yes,Yes,No,26,Yes,Offer B,No,0
5240-CAOYT,57,Yes,Yes,Yes,41,Yes,None,No,0
5240-IJOQT,1,Yes,Yes,Yes,20,Yes,None,No,0
5242-UOWHD,45,No,Yes,No,0,No,Offer B,Yes,3
5243-SAOTC,54,Yes,Yes,Yes,3,Yes,Offer B,No,0
5244-IRFIH,33,Yes,Yes,Yes,8,Yes,None,Yes,1
5245-VDBUR,52,Yes,No,No,8,Yes,None,Yes,4
5248-KWLAR,71,Yes,Yes,Yes,29,Yes,Offer A,Yes,1
5248-RPYWW,72,Yes,Yes,Yes,16,Yes,None,Yes,2
5248-YGIJN,72,Yes,Yes,Yes,28,Yes,None,Yes,9
5249-QYHEX,40,No,Yes,Yes,0,No,Offer B,Yes,2
5256-SKJGO,64,Yes,No,No,30,Yes,None,Yes,1
5260-UMPWX,26,No,Yes,No,0,No,None,Yes,4
5261-QSHQM,4,Yes,No,No,9,Yes,Offer E,No,0
5266-PFRQK,52,No,Yes,No,0,No,Offer B,Yes,2
5268-DSMNQ,62,Yes,Yes,Yes,25,Yes,None,Yes,5
5269-NRGDP,42,Yes,Yes,No,23,Yes,None,Yes,1
5271-DBYSJ,11,Yes,Yes,No,15,No,Offer D,No,0
5271-YNWVR,68,Yes,Yes,Yes,22,Yes,Offer A,Yes,1
5274-XHAKY,41,Yes,Yes,Yes,59,Yes,Offer B,Yes,10
5275-PMFUT,72,Yes,No,No,18,Yes,None,Yes,9
5275-SQEIZ,1,Yes,Yes,No,21,Yes,None,No,0
5276-KQWHG,2,Yes,Yes,No,21,Yes,Offer E,No,0
5277-ZLOOR,2,Yes,Yes,Yes,25,Yes,Offer E,No,0
5278-PNYOX,49,Yes,Yes,No,27,Yes,None,No,0
5281-BUZGT,36,Yes,Yes,Yes,23,Yes,Offer C,No,0
5285-MVEHD,56,Yes,Yes,No,13,Yes,Offer B,Yes,1
5286-YHCVC,72,Yes,Yes,Yes,15,Yes,None,Yes,4
5287-QWLKY,71,Yes,Yes,Yes,8,Yes,None,Yes,1
5288-AHOUP,11,Yes,Yes,No,3,Yes,None,No,0
5293-WXJAK,11,Yes,Yes,Yes,27,Yes,None,Yes,5
5294-CDGWY,51,Yes,No,No,2,Yes,None,Yes,1
5294-DMSFH,29,Yes,Yes,No,13,Yes,None,Yes,1
5294-IMHHT,53,Yes,Yes,Yes,17,Yes,None,Yes,6
5295-PCJOO,4,Yes,Yes,No,16,No,None,No,0
5296-BFCYD,46,No,Yes,No,0,No,None,Yes,4
5296-PSYVW,72,No,Yes,Yes,0,No,None,Yes,8
5297-MDOIR,63,Yes,Yes,No,46,Yes,Offer B,Yes,7
5298-GSTLM,60,Yes,Yes,Yes,11,Yes,Offer B,No,0
5299-RULOA,10,Yes,Yes,Yes,30,Yes,None,Yes,1
5299-SJCZT,3,Yes,Yes,Yes,6,Yes,Offer E,No,0
5301-GAUUY,32,Yes,Yes,Yes,21,Yes,Offer C,No,0
5302-BDJNT,35,Yes,Yes,Yes,59,Yes,None,No,0
5304-EFJLP,72,Yes,Yes,Yes,19,No,None,Yes,4
5306-BVTKJ,48,Yes,Yes,No,85,Yes,Offer B,Yes,1
5307-DZCVC,32,Yes,Yes,Yes,9,Yes,Offer C,No,0
5307-UVGNB,53,Yes,No,No,25,Yes,None,Yes,5
5309-TAIKL,7,Yes,Yes,No,21,Yes,None,No,0
5310-NOOVA,46,No,Yes,No,0,No,None,No,0
5311-IHLEI,12,Yes,No,No,9,Yes,Offer D,No,0
5312-IRCFR,64,Yes,Yes,Yes,69,Yes,None,Yes,8
5312-TSZVC,15,No,Yes,No,0,No,None,No,0
5312-UXESG,41,Yes,Yes,Yes,4,Yes,Offer B,No,0
5313-FPXWG,51,No,Yes,Yes,0,No,Offer B,No,0
5315-CKEQK,28,Yes,Yes,Yes,21,No,None,Yes,1
5317-FLPJF,66,Yes,No,No,73,No,Offer A,No,0
5318-IXUZF,2,Yes,Yes,No,6,Yes,None,No,0
5318-YKDPV,43,Yes,Yes,No,18,Yes,None,Yes,1
5320-BRKGK,58,Yes,Yes,Yes,69,Yes,Offer B,Yes,1
5321-NTRKC,66,Yes,Yes,Yes,59,Yes,Offer A,Yes,8
5322-TEUJK,71,Yes,Yes,Yes,29,Yes,None,Yes,5
5322-ZSMZY,31,No,Yes,Yes,0,No,None,Yes,7
5324-KTGCG,71,No,Yes,No,0,No,None,Yes,5
5325-UWTWJ,31,Yes,Yes,Yes,21,Yes,Offer C,Yes,4
5327-CNLUQ,48,Yes,Yes,Yes,18,Yes,Offer B,Yes,1
5327-XOKKY,72,Yes,Yes,Yes,3,Yes,Offer A,Yes,7
5329-KRDTM,72,Yes,Yes,Yes,10,Yes,Offer A,Yes,4
5331-RGMTT,54,Yes,Yes,Yes,13,No,None,No,0
5334-AFQJB,72,No,Yes,Yes,0,No,Offer A,No,0
5334-JLAXU,60,Yes,Yes,Yes,19,Yes,Offer B,Yes,8
5336-UFNZP,65,Yes,Yes,Yes,26,Yes,Offer B,Yes,7
5337-IIWKZ,34,Yes,No,No,76,Yes,Offer C,Yes,2
5338-YHWYT,37,Yes,Yes,No,27,No,None,No,0
5339-PXDVH,4,Yes,Yes,Yes,18,Yes,Offer E,No,0
5339-TJFEK,62,Yes,Yes,Yes,52,No,Offer B,Yes,8
5343-SGUBI,52,Yes,Yes,Yes,14,Yes,Offer B,No,0
5345-BMKWB,8,No,Yes,No,0,No,None,Yes,9
5346-BZCHP,69,No,Yes,No,0,No,Offer A,No,0
5348-CAGXB,12,Yes,Yes,Yes,22,Yes,Offer D,No,0
5349-AZPEW,5,Yes,No,No,53,Yes,Offer E,Yes,3
5349-IECLD,2,Yes,Yes,No,2,Yes,None,No,0
5351-QESIO,1,Yes,No,No,17,Yes,Offer E,No,0
5353-WILCI,28,Yes,Yes,No,15,No,Offer C,No,0
5356-CSVSQ,3,Yes,Yes,Yes,48,Yes,None,No,0
5356-KZCKT,58,No,Yes,Yes,0,No,Offer B,No,0
5356-RHIPP,1,No,Yes,No,0,No,Offer E,No,0
5357-TZHPP,9,Yes,Yes,Yes,18,Yes,None,No,0
5360-LJCNJ,71,Yes,Yes,Yes,3,No,None,Yes,4
5360-XGYAZ,72,Yes,No,No,16,No,None,Yes,1
5364-EVNIB,13,Yes,Yes,No,3,Yes,None,No,0
5364-XYIRR,51,Yes,Yes,Yes,9,Yes,None,Yes,1
5365-LLFYV,2,Yes,Yes,No,29,Yes,Offer E,No,0
5366-IJEQJ,20,Yes,Yes,Yes,59,Yes,Offer D,No,0
5366-OBVMR,18,Yes,Yes,No,17,Yes,Offer D,Yes,4
5370-IIVVL,37,Yes,Yes,Yes,59,Yes,Offer C,No,0
5371-VYLSX,50,Yes,Yes,Yes,22,Yes,None,No,0
5372-FBKBN,21,No,Yes,No,0,No,Offer D,No,0
5373-SFODM,36,Yes,Yes,Yes,5,Yes,None,Yes,1
5375-XLDOF,69,Yes,Yes,Yes,27,No,Offer A,Yes,7
5376-DEQCP,1,Yes,Yes,No,23,Yes,None,No,0
5376-PCKNB,72,Yes,Yes,Yes,12,No,Offer A,Yes,5
5377-NDTOU,71,Yes,Yes,Yes,76,Yes,Offer A,Yes,3
5378-IKEEG,1,Yes,No,No,2,Yes,Offer E,No,0
5380-AFSSK,5,Yes,Yes,Yes,10,Yes,None,No,0
5380-WJKOV,34,Yes,Yes,Yes,28,Yes,Offer C,No,0
5380-XPJNZ,38,No,Yes,No,0,No,None,No,0
5382-SOYZL,22,Yes,Yes,Yes,17,Yes,None,No,0
5382-TEMLV,45,Yes,Yes,No,16,Yes,None,No,0
5383-MMTWC,8,Yes,Yes,Yes,22,Yes,None,Yes,1
5384-ZTTWP,15,No,Yes,No,0,No,Offer D,Yes,4
5385-SUIRI,52,Yes,Yes,Yes,23,Yes,None,No,0
5386-THSLQ,66,Yes,No,No,9,Yes,Offer A,No,0
5387-ASZNZ,66,Yes,Yes,Yes,5,Yes,Offer A,No,0
5389-FFVKB,32,Yes,Yes,No,25,Yes,None,Yes,1
5392-AKEMH,12,Yes,Yes,No,12,Yes,None,No,0
5393-HJZSM,32,Yes,Yes,No,19,Yes,Offer C,Yes,1
5393-RXQSZ,1,Yes,Yes,No,22,Yes,None,No,0
5394-MEITZ,60,Yes,Yes,No,42,Yes,None,Yes,5
5394-SVGJV,37,Yes,Yes,Yes,42,Yes,None,No,0
5396-IZEPB,9,No,Yes,No,0,No,Offer E,No,0
5397-NSKQG,67,Yes,No,No,17,Yes,Offer A,Yes,2
5397-TUPSH,65,Yes,Yes,No,20,Yes,None,Yes,6
5399-ZIMKF,5,Yes,Yes,No,16,Yes,None,No,0
5402-HTOTQ,16,Yes,Yes,Yes,4,Yes,None,No,0
5404-GGUKR,5,Yes,Yes,No,7,Yes,Offer E,No,0
5405-ZMYXQ,8,Yes,Yes,Yes,42,Yes,Offer E,No,0
5406-KGRMX,71,No,Yes,Yes,0,No,None,No,0
5414-OFQCB,57,Yes,Yes,Yes,10,No,None,No,0
5419-CONWX,4,Yes,Yes,No,10,Yes,None,No,0
5419-JKZNQ,30,Yes,Yes,Yes,19,Yes,None,Yes,1
5419-JPRRN,1,Yes,Yes,Yes,7,Yes,None,No,0
5419-KLXBN,25,Yes,Yes,No,5,Yes,None,Yes,1
5423-BHIXO,32,Yes,Yes,Yes,3,Yes,None,No,0
5424-RLQLC,10,Yes,Yes,No,25,No,Offer D,No,0
5429-LWCMV,12,Yes,Yes,Yes,6,No,Offer D,No,0
5433-KYGHE,14,Yes,Yes,Yes,22,Yes,Offer D,No,0
5438-QMDDL,19,Yes,Yes,No,48,Yes,None,Yes,3
5439-WIKXB,41,Yes,Yes,No,2,No,Offer B,Yes,8
5440-FLBQG,69,Yes,Yes,Yes,4,Yes,Offer A,Yes,1
5440-VHLUL,69,Yes,Yes,Yes,28,Yes,Offer A,No,0
5442-BHQNG,2,Yes,Yes,No,9,Yes,None,No,0
5442-BXVND,33,No,Yes,Yes,0,No,None,Yes,2
5442-PPTJY,12,No,Yes,No,0,No,Offer D,Yes,7
5442-UTCVD,3,Yes,Yes,Yes,21,Yes,None,No,0
5442-XSDCW,11,Yes,Yes,No,19,No,Offer D,Yes,1
5443-SCMKX,58,Yes,Yes,Yes,26,No,None,Yes,1
