customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,unit
5760-WRAHC,One Year,Yes,Mailed check,69.75,49.98,1545.4,0,0,1099.56,2644.96,dollars
5762-TJXGK,Two Year,Yes,Bank transfer (automatic),5875,0,3038.55,0,0,0,3038.55,cents
5766-FTRTS,Two Year,No,Mailed check,84.45,35.06,6033.1,0,0,2524.32,8557.42,dollars
5766-XQXMQ,Month-to-Month,Yes,Bank transfer (automatic),68.85,1.02,1970.5,0,0,29.58,2000.08,dollars
5766-ZJYBB,Month-to-Month,No,Mailed check,1939.9999999999998,3.14,19.4,0,0,3.14,22.54,cents
5774-QPLTF,One Year,Yes,Mailed check,20.35,26.98,938.95,0,0,1349,2287.95,dollars
5774-XZTQC,Month-to-Month,No,Mailed check,2045,5.84,150.75,0,0,40.88,191.63,cents
5777-KJIRB,One Year,Yes,Mailed check,5025,23.28,2023.55,0,0,931.2,2954.75,cents
5777-ZPQNC,One Year,No,Electronic check,20.15,26.67,260.7,0,0,320.04,580.74,dollars
5778-BVOFB,Month-to-Month,Yes,Bank transfer (automatic),59.5,39.19,530.05,0,0,352.71,882.76,dollars
5780-INQIK,Month-to-Month,No,Electronic check,49.4,20.9,408.25,0,0,167.2,575.45,dollars
5781-BKHOP,Two Year,No,Bank transfer (automatic),100.65,41.68,7334.05,0,0,3000.96,10335.01,dollars
5781-RFZRP,Two Year,No,Credit card (automatic),73.5,34.39,5357.75,0,0,2441.69,7799.44,dollars
5787-KXGIY,Two Year,No,Credit card (automatic),19.3,2.61,1304.8,0,0,187.92,1492.72,dollars
5788-YPOEG,Two Year,No,Mailed check,8475,9.09,2839.45,0,0,309.06,3148.51,cents
5789-LDFXO,One Year,No,Electronic check,24.6,47.33,592.65,0,0,1135.92,1728.57,dollars
5791-KAJFD,One Year,Yes,Bank transfer (automatic),68.75,42.86,3808,0,0,2400.16,6208.16,dollars
5792-JALQC,Two Year,No,Bank transfer (automatic),59.85,34,3103.25,19.16,0,1768,4852.09,dollars
5793-YOLJN,Two Year,No,Mailed check,21,38.51,1210.3,0,0,2118.05,3328.35,dollars
5795-BKOYE,One Year,No,Bank transfer (automatic),59.1,14.48,4134.7,0,0,999.12,5133.82,dollars
5795-KTGUD,Two Year,Yes,Bank transfer (automatic),110.8,46.7,7553.6,0,0,3175.6,10729.2,dollars
5797-APWZC,Month-to-Month,No,Electronic check,90.6,31.68,90.6,0,0,31.68,122.28,dollars
5799-JRCZO,Two Year,No,Credit card (automatic),19.5,24.32,1215.1,0,0,1532.16,2747.26,dollars
5802-ADBRC,One Year,Yes,Mailed check,10440,20.79,5232.9,0,0,1039.5,6272.4,cents
5803-NQJZO,Two Year,Yes,Bank transfer (automatic),6780,15.52,4804.65,0,0,1117.44,5922.09,cents
5804-HYIEZ,Month-to-Month,Yes,Electronic check,10605,40.28,7554.05,0,0,2819.6,10373.65,cents
5804-JMYIO,Two Year,No,Mailed check,19.75,15.91,757.95,0,0,620.49,1378.44,dollars
5804-LEPIM,Month-to-Month,Yes,Electronic check,70.35,13.17,139.05,0,0,26.34,165.39,dollars
5808-TOTXO,One Year,Yes,Credit card (automatic),20.55,11.27,57.4,0,0,33.81,91.21,dollars
5811-IWXYM,One Year,No,Bank transfer (automatic),10125,44.79,5301.1,0,0,2329.08,7630.18,cents
5813-UECBU,Month-to-Month,Yes,Credit card (automatic),8385,38.53,2716.3,0,0,1271.49,3987.79,cents
5815-HGGHV,One Year,Yes,Mailed check,64.15,33.78,1274.45,0,100,675.6,2050.05,dollars
5816-JMLGY,Two Year,Yes,Bank transfer (automatic),80.4,39.78,5717.85,0,0,2784.6,8502.45,dollars
5816-QVHRX,Month-to-Month,No,Credit card (automatic),100.3,45.06,3541.4,0,0,1667.22,5208.62,dollars
5816-SCGFC,Two Year,Yes,Mailed check,5130,11.01,419.35,0,0,77.07,496.42,cents
5820-PTRYM,One Year,Yes,Credit card (automatic),6845,26.82,4014,0,0,1501.92,5515.92,cents
5821-MMEIL,Two Year,No,Bank transfer (automatic),19.9,44.86,1115.6,0,0,2557.02,3672.62,dollars
5825-XJOCM,One Year,Yes,Bank transfer (automatic),64.4,26.24,3035.35,0,0,1259.52,4294.87,dollars
5827-MWCZK,Month-to-Month,Yes,Credit card (automatic),96.95,23.52,5432.2,0,0,1317.12,6749.32,dollars
5828-AVIPD,One Year,Yes,Electronic check,10095,5.93,1875.55,0,0,112.67,1988.22,cents
5828-DWPIL,Month-to-Month,Yes,Electronic check,89.1,4.76,5618.3,0,0,295.12,5913.42,dollars
5829-NVSQN,One Year,Yes,Bank transfer (automatic),68.75,31.39,1689.45,0,0,721.97,2411.42,dollars
5832-EXGTT,Month-to-Month,Yes,Mailed check,60.2,1.41,1834.15,0,0,40.89,1875.04,dollars
5832-TRLPB,One Year,Yes,Bank transfer (automatic),7534.999999999999,3.69,2243.9,2.24,0,107.01,2348.67,cents
5832-XKAES,Month-to-Month,Yes,Credit card (automatic),69.8,37.72,134.7,0,0,75.44,210.14,dollars
5834-ASPWA,Month-to-Month,Yes,Electronic check,75.45,11.58,75.45,0,0,11.58,87.03,dollars
5835-BEQEU,Month-to-Month,Yes,Electronic check,76.95,38.38,228.4,0,10,115.14,353.54,dollars
5837-LXSDN,One Year,Yes,Credit card (automatic),58.85,35.72,1215.45,0,0,750.12,1965.57,dollars
5839-SUYVZ,Month-to-Month,Yes,Credit card (automatic),74.55,38.32,1170.5,0,0,613.12,1783.62,dollars
5840-NVDCG,Two Year,No,Bank transfer (automatic),68.25,20.12,1114.85,0,0,321.92,1436.77,dollars
5842-POCOP,Month-to-Month,Yes,Mailed check,88.9,41.57,454.15,0,0,207.85,662,dollars
5843-TTHGI,Month-to-Month,Yes,Mailed check,5000,17.33,892.7,0,50,311.94,1254.64,cents
5844-QVTAT,One Year,Yes,Mailed check,5845,8.79,1955.4,0,0,290.07,2245.47,cents
5845-BZZIB,Two Year,No,Mailed check,2010.0000000000002,11.75,655.3,38.61,0,411.25,1027.94,cents
5846-ABOBJ,Two Year,No,Bank transfer (automatic),24.45,33.61,1730.65,0,0,2386.31,4116.96,dollars
5846-NEQVZ,Two Year,Yes,Credit card (automatic),7084.999999999999,2.43,4973.4,0,0,172.53,5145.93,cents
5846-QFDFI,Month-to-Month,No,Credit card (automatic),88.6,11.01,2888.7,0,0,363.33,3252.03,dollars
5847-MXBEO,One Year,No,Mailed check,20.3,10.36,475.1,0,0,227.92,703.02,dollars
5848-FHRFC,Two Year,No,Bank transfer (automatic),20.05,2.83,1386.9,0,0,192.44,1579.34,dollars
5849-ASHZJ,One Year,No,Credit card (automatic),20.05,17.3,552.9,0,0,467.1,1020,dollars
5850-BDWCY,Month-to-Month,No,Mailed check,20.2,43.18,123.65,0,0,259.08,382.73,dollars
5854-KSRBJ,Two Year,No,Mailed check,25.4,9.33,1782.05,0,0,653.1,2435.15,dollars
5855-EIBDE,Two Year,No,Credit card (automatic),10665,40.67,5174.35,0,0,1992.83,7167.18,cents
5857-TYBCJ,Two Year,Yes,Electronic check,89.2,14.65,4040.2,0,0,644.6,4684.8,dollars
5857-XRECV,One Year,No,Bank transfer (automatic),2050,31.01,38.25,0,0,62.02,100.27,cents
5858-EAFCZ,Month-to-Month,No,Mailed check,4445,23.34,44.45,0,0,23.34,67.79,cents
5859-HZYLF,Two Year,Yes,Credit card (automatic),1914.9999999999998,43.84,515.75,0,0,1139.84,1655.59,cents
5862-BRIXZ,Two Year,Yes,Bank transfer (automatic),60.75,0,2893.4,0,0,0,2893.4,dollars
5863-OOKCL,Month-to-Month,No,Mailed check,18.85,41.04,163.2,0,0,410.4,573.6,dollars
5868-CZJDR,Month-to-Month,Yes,Mailed check,3135,0,31.35,0,80,0,111.35,cents
5868-YTYKS,Month-to-Month,Yes,Mailed check,2025,47.25,20.25,0,0,47.25,67.5,cents
5868-YWPDW,Month-to-Month,Yes,Electronic check,8420,40.44,519.15,0,0,242.64,761.79,cents
5871-DGTXZ,One Year,No,Mailed check,1980,41.52,607.7,0,0,1328.64,1936.34,cents
5872-OEQNH,One Year,Yes,Electronic check,44.45,0,2773.9,0,0,0,2773.9,dollars
5875-YPQFJ,Month-to-Month,Yes,Electronic check,69.9,45.66,69.9,0,0,45.66,115.56,dollars
5876-HZVZM,Month-to-Month,No,Credit card (automatic),55.9,14.51,365.35,0,30,87.06,482.41,dollars
5876-QMYLD,One Year,No,Mailed check,20.05,17.82,415.1,0,0,409.86,824.96,dollars
5879-HMFFH,Two Year,No,Bank transfer (automatic),88.05,38.28,6520.8,29.11,0,2756.16,9247.85,dollars
5879-SESNB,Month-to-Month,No,Electronic check,75.25,33.79,888.65,0,0,371.69,1260.34,dollars
5882-CMAZQ,Month-to-Month,No,Electronic check,34.25,0,163.55,0,0,0,163.55,dollars
5883-GTGVD,Month-to-Month,Yes,Electronic check,9995,2.19,1931.75,0,0,41.61,1973.36,cents
5884-FBCTL,Two Year,No,Bank transfer (automatic),25.1,35.62,1857.85,0,0,2564.64,4422.49,dollars
5884-GCYMI,Month-to-Month,No,Mailed check,6940.000000000001,38.53,69.4,0,0,38.53,107.93,cents
5886-VLQVU,Month-to-Month,Yes,Bank transfer (automatic),89.85,24.83,3161.2,0,20,869.05,4050.25,dollars
5887-IKKYO,Two Year,No,Bank transfer (automatic),9435,5.01,5563.65,0,0,290.58,5854.23,cents
5889-JTMUL,Month-to-Month,Yes,Electronic check,9505,31.56,4888.7,0,50,1578,6516.7,cents
5889-LFOLL,Month-to-Month,Yes,Electronic check,84.6,35.96,1115.2,0,0,467.48,1582.68,dollars
5893-KCLGT,Two Year,Yes,Mailed check,19.75,15.21,1567,25.98,0,1095.12,2636.14,dollars
5893-PYOLZ,Two Year,Yes,Credit card (automatic),81.8,49.36,4534.45,0,0,2764.16,7298.61,dollars
5895-QSXOD,Month-to-Month,No,Mailed check,70.05,48.25,657.5,0,0,434.25,1091.75,dollars
5896-NPFWW,Month-to-Month,Yes,Electronic check,50.15,13.54,168.15,0,0,40.62,208.77,dollars
5897-ZYEKH,One Year,Yes,Electronic check,105.6,11.91,7112.15,0,0,797.97,7910.12,dollars
5898-IGSLP,Month-to-Month,No,Electronic check,89.3,20.76,2823,0,0,643.56,3466.56,dollars
5899-MQZZL,Month-to-Month,Yes,Mailed check,7500,6.03,999.45,0,0,78.39,1077.84,cents
5899-OUVKV,Month-to-Month,Yes,Electronic check,94.5,45.92,2979.2,0,0,1423.52,4402.72,dollars
5902-WBLSE,Two Year,Yes,Credit card (automatic),2014.9999999999998,26.85,1411.2,0,0,1879.5,3290.7,cents
5906-BFOZT,Month-to-Month,Yes,Mailed check,1950,8.02,19.5,0,0,8.02,27.52,cents
5906-CVLHP,One Year,Yes,Credit card (automatic),54.15,42.04,2319.8,0,0,1891.8,4211.6,dollars
5906-DVAPM,One Year,Yes,Credit card (automatic),75,33.5,4213.9,0,0,1842.5,6056.4,dollars
5908-QMGOE,Month-to-Month,Yes,Credit card (automatic),74.2,23.53,1133.9,43.31,0,352.95,1443.54,dollars
5909-ECHUI,Month-to-Month,Yes,Electronic check,56.25,26.14,56.25,0,0,26.14,82.39,dollars
5913-INRQV,One Year,No,Mailed check,9015,26.49,3128.8,0,0,900.66,4029.46,cents
5914-DVBWJ,Month-to-Month,Yes,Electronic check,85.45,2.36,1505.85,0,0,42.48,1548.33,dollars
5914-GXMDA,One Year,No,Mailed check,19.3,45.26,593.2,0,0,1448.32,2041.52,dollars
5914-XRFQB,Two Year,Yes,Bank transfer (automatic),11580,43.12,8424.9,0,0,3104.64,11529.54,cents
5915-ANOEI,Two Year,No,Mailed check,7915.000000000001,39.35,5536.5,0,0,2754.5,8291,cents
5915-DGNVC,One Year,No,Electronic check,7180,25.1,3472.05,0,0,1229.9,4701.95,cents
5916-QEWPT,Month-to-Month,No,Credit card (automatic),69,27.41,147.8,0,0,54.82,202.62,dollars
5917-HBSDW,Month-to-Month,No,Electronic check,19.35,2.68,683.75,0,0,99.16,782.91,dollars
5917-RYRMG,One Year,No,Credit card (automatic),19.8,25.89,587.7,0,0,828.48,1416.18,dollars
5918-VUKWP,One Year,No,Bank transfer (automatic),20.55,35.97,654.55,0,0,1151.04,1805.59,dollars
5919-TMRGD,Month-to-Month,Yes,Electronic check,79.35,13.13,79.35,0,0,13.13,92.48,dollars
5919-VCZYM,Month-to-Month,No,Mailed check,20.05,40.28,42.7,0,0,80.56,123.26,dollars
5921-NGYRH,Month-to-Month,Yes,Mailed check,73.55,48.41,4764,21.9,0,3098.24,7840.34,dollars
5922-ABDVO,Month-to-Month,No,Mailed check,89.65,21.71,1761.05,0,80,412.49,2253.54,dollars
5923-GXUOC,Month-to-Month,Yes,Electronic check,104.4,8.38,1081.45,0,0,83.8,1165.25,dollars
5924-IFQTT,Month-to-Month,Yes,Electronic check,7280,13.77,930.05,0,0,179.01,1109.06,cents
5924-SNGKP,One Year,Yes,Credit card (automatic),20.25,6.61,865,46.78,0,271.01,1089.23,dollars
5928-QLDHB,Month-to-Month,Yes,Electronic check,7625,34.75,684.85,0,0,312.75,997.6,cents
5930-GBIWP,Two Year,Yes,Credit card (automatic),81.5,3.24,5553.25,0,0,223.56,5776.81,dollars
5931-FLJJF,Month-to-Month,Yes,Mailed check,70.1,16.05,467.55,20.23,0,112.35,559.67,dollars
5934-RMPOV,Month-to-Month,Yes,Electronic check,8475,33.73,1816.75,0,0,742.06,2558.81,cents
5934-TSSAU,Month-to-Month,Yes,Credit card (automatic),7530,48.73,1702.9,0,0,1120.79,2823.69,cents
5935-FCCNB,Two Year,Yes,Electronic check,94.2,32.19,1608.15,36.4,0,547.23,2118.98,dollars
5937-EORGB,Month-to-Month,Yes,Electronic check,96.5,22.83,1392.25,0,0,342.45,1734.7,dollars
5939-SXWHM,Two Year,No,Bank transfer (automatic),26.3,20.73,1245.05,0,0,995.04,2240.09,dollars
5939-XAIXZ,Month-to-Month,Yes,Mailed check,56.1,36.88,1033.9,0,0,700.72,1734.62,dollars
5940-AHUHD,Month-to-Month,No,Mailed check,70.6,44.59,70.6,0,0,44.59,115.19,dollars
5940-NFXKV,Month-to-Month,Yes,Electronic check,8365,14.09,1465.75,0,130,267.71,1863.46,cents
5944-UGLLK,One Year,No,Credit card (automatic),5490,0,3045.75,0,0,0,3045.75,cents
5945-AZYHT,One Year,Yes,Electronic check,10960,49.32,7854.15,0,0,3501.72,11355.87,cents
5947-SGKCL,Month-to-Month,Yes,Bank transfer (automatic),10535,4.19,1559.25,0,0,62.85,1622.1,cents
5948-UJZLF,Month-to-Month,No,Mailed check,4925,40.75,97,0,0,81.5,178.5,cents
5949-EBSQK,Month-to-Month,No,Credit card (automatic),6145,27.24,229.55,0,0,108.96,338.51,cents
5949-HGVJL,Month-to-Month,Yes,Electronic check,7305,23.31,1959.5,47.59,50,606.06,2567.97,cents
5949-XIKAE,Month-to-Month,Yes,Electronic check,83.55,32.32,680.05,0,0,258.56,938.61,dollars
5950-AAAGJ,Month-to-Month,No,Bank transfer (automatic),8430,2.26,1537.9,0,0,40.68,1578.58,cents
5951-AOFIH,Month-to-Month,Yes,Credit card (automatic),66.4,45.72,2245.4,0,0,1508.76,3754.16,dollars
5954-BDFSG,Two Year,Yes,Credit card (automatic),107.5,9.47,7853.7,0,60,681.84,8595.54,dollars
5955-EPOAZ,Month-to-Month,Yes,Mailed check,2095,43.19,109.5,0,0,259.14,368.64,cents
5955-ERIHD,Month-to-Month,Yes,Electronic check,9470,31.49,1687.95,0,0,566.82,2254.77,cents
5956-VKDTT,Month-to-Month,Yes,Electronic check,7434.999999999999,45.76,334.8,0,0,228.8,563.6,cents
5956-YHHRX,Two Year,Yes,Electronic check,104.35,24.91,2271.85,0,130,523.11,2924.96,dollars
5959-BELXA,Month-to-Month,Yes,Credit card (automatic),9615,25.45,3019.25,0,0,814.4,3833.65,cents
5960-MVTUK,Month-to-Month,Yes,Electronic check,29.75,0,96.85,0,0,0,96.85,dollars
5960-WPXQM,Month-to-Month,Yes,Electronic check,7905,31.34,79.05,0,0,31.34,110.39,cents
5961-VUSRV,One Year,Yes,Bank transfer (automatic),1935.0000000000002,16.72,219.35,0,0,200.64,419.99,cents
5965-GGPRW,Two Year,No,Bank transfer (automatic),105.25,36.05,7609.75,0,0,2595.6,10205.35,dollars
5966-EMAZU,One Year,Yes,Mailed check,108.5,4.01,6880.85,0,0,256.64,7137.49,dollars
5968-HYJRZ,Two Year,No,Mailed check,24.55,15.68,1160.45,0,0,736.96,1897.41,dollars
5968-VXZLG,Month-to-Month,Yes,Bank transfer (automatic),4660,1.87,87.9,0,0,3.74,91.64,cents
5968-XQIVE,One Year,Yes,Electronic check,89.7,11.57,6588.95,0,0,833.04,7421.99,dollars
5970-GHJAW,Two Year,No,Credit card (automatic),19.95,26.12,862.4,0,0,1201.52,2063.92,dollars
5973-EJGDP,Month-to-Month,Yes,Electronic check,87.35,1.51,4473,0,0,77.01,4550.01,dollars
5975-BAICR,One Year,Yes,Credit card (automatic),6370,47.45,2188.5,0,0,1708.2,3896.7,cents
5976-JCJRH,Month-to-Month,Yes,Electronic check,70.3,31.72,738.2,0,0,317.2,1055.4,dollars
5977-CKHON,Month-to-Month,Yes,Bank transfer (automatic),92.55,27.49,4039,0,0,1182.07,5221.07,dollars
5980-BDHPY,Two Year,Yes,Bank transfer (automatic),87.1,12.02,6230.1,0,0,865.44,7095.54,dollars
5980-NOPLP,Month-to-Month,Yes,Electronic check,96.1,11.24,4364.1,0,0,494.56,4858.66,dollars
5981-ITEMU,Month-to-Month,Yes,Bank transfer (automatic),9710,16.33,3706.95,41.85,0,653.2,4318.3,cents
5981-ZVXOT,One Year,Yes,Electronic check,108.35,10.73,3726.15,0,0,375.55,4101.7,dollars
5982-FPVQN,Month-to-Month,Yes,Electronic check,9515,41.03,3532.85,0,0,1518.11,5050.96,cents
5982-PSMKW,Two Year,Yes,Credit card (automatic),9110,27.97,2198.3,0,0,643.31,2841.61,cents
5982-XMDEX,Two Year,No,Bank transfer (automatic),2650,33.71,1698.55,0,0,2191.15,3889.7,cents
5985-BEHZK,One Year,No,Credit card (automatic),10500,27.79,7578.05,0,0,2000.88,9578.93,cents
5985-TBABQ,One Year,No,Mailed check,74.75,33.45,2282.95,0,0,1070.4,3353.35,dollars
5986-WWXDV,One Year,No,Bank transfer (automatic),19.35,48.61,779.2,0,0,1895.79,2674.99,dollars
5989-AXPUC,Two Year,No,Mailed check,11860,1.29,7990.05,38.57,0,87.72,8039.2,cents
5989-OMNJE,One Year,No,Electronic check,57.6,0,1367.75,0,0,0,1367.75,dollars
5989-PGKJB,Month-to-Month,Yes,Electronic check,8625,22.3,1340.1,0,0,356.8,1696.9,cents
5993-BQHEA,One Year,No,Credit card (automatic),20.05,16.59,267,0,0,199.08,466.08,dollars
5993-JSUWV,Two Year,Yes,Bank transfer (automatic),61.15,21.37,4017.45,0,0,1410.42,5427.87,dollars
5995-LFTLE,Two Year,Yes,Credit card (automatic),2530,48.78,1474.35,0,0,2829.24,4303.59,cents
5995-OIGLP,Month-to-Month,No,Mailed check,56.65,7.97,654.85,0,0,95.64,750.49,dollars
5995-SNNEW,Month-to-Month,Yes,Electronic check,104.45,45.21,2184.85,0,60,1039.83,3284.68,dollars
5995-WWKKG,One Year,Yes,Electronic check,19.8,30.17,695.05,0,0,1116.29,1811.34,dollars
5996-DAOQL,Month-to-Month,Yes,Mailed check,20.45,42.17,20.45,0,0,42.17,62.62,dollars
5996-EBTKM,Two Year,Yes,Bank transfer (automatic),6990.000000000001,14.83,4615.9,0,0,993.61,5609.51,cents
5996-NRVXR,One Year,Yes,Credit card (automatic),98.15,15.15,4116.8,27.89,0,606,4694.91,dollars
5997-OPVFA,Two Year,Yes,Bank transfer (automatic),89.05,6.05,6254.45,0,0,435.6,6690.05,dollars
5998-DZLYR,Two Year,Yes,Bank transfer (automatic),9435,25.14,5703,29.88,0,1533.54,7206.66,cents
5998-VVEJY,Month-to-Month,Yes,Electronic check,8050,24.16,2088.8,0,0,628.16,2716.96,cents
5999-LCXAO,Month-to-Month,No,Mailed check,2990,0,29.9,0,0,0,29.9,cents
6000-APYLU,Month-to-Month,Yes,Electronic check,80.8,20.34,713.1,0,0,183.06,896.16,dollars
6000-UKLWI,Two Year,No,Mailed check,20.15,36.76,802.35,29.95,0,1507.16,2279.56,dollars
6005-OBZPH,Month-to-Month,Yes,Electronic check,89.15,9.09,2277.65,0,0,236.34,2513.99,dollars
6007-TCTST,Two Year,Yes,Bank transfer (automatic),115.8,12.29,8476.5,0,0,884.88,9361.38,dollars
6008-NAIXK,One Year,Yes,Electronic check,55.45,0,2966.95,0,0,0,2966.95,dollars
6010-DDPPW,Two Year,No,Bank transfer (automatic),2515,9.03,1940.85,0,0,632.1,2572.95,cents
6013-BHCAW,Two Year,Yes,Bank transfer (automatic),8100,32.96,4976.15,0,0,2010.56,6986.71,cents
6015-VVHHE,Month-to-Month,Yes,Credit card (automatic),8315,41.83,446.05,0,0,209.15,655.2,cents
6016-LVTJQ,Month-to-Month,No,Mailed check,20.65,9.66,716.4,0,0,328.44,1044.84,dollars
6016-NXBNJ,One Year,Yes,Mailed check,1914.9999999999998,7.74,638,0,0,270.9,908.9,cents
6017-PPLPX,Month-to-Month,Yes,Electronic check,70.45,16.49,1470.95,0,0,329.8,1800.75,dollars
6022-KOUQO,Month-to-Month,No,Bank transfer (automatic),29.05,0,44.75,0,0,0,44.75,dollars
6022-UGGSO,Month-to-Month,Yes,Electronic check,74.4,33.22,2276.95,44.31,0,1063.04,3295.68,dollars
6023-GSSXW,Two Year,Yes,Credit card (automatic),61.45,2.73,4131.2,0,0,188.37,4319.57,dollars
6023-YEBUP,Month-to-Month,Yes,Electronic check,10095,11.94,329.95,0,10,35.82,375.77,cents
6024-RUGGH,Two Year,Yes,Bank transfer (automatic),25.2,28.06,1798.9,0,0,2020.32,3819.22,dollars
6029-CSMJE,Month-to-Month,Yes,Mailed check,2565,0,440.2,0,0,0,440.2,cents
6029-WTIPC,Month-to-Month,Yes,Electronic check,101.1,38.06,3744.05,0,0,1408.22,5152.27,dollars
6030-REHUX,One Year,Yes,Electronic check,110.85,45.67,3204.4,0,0,1278.76,4483.16,dollars
6032-IGALN,Month-to-Month,Yes,Mailed check,25.1,0,25.1,0,0,0,25.1,dollars
6032-KRXXO,Month-to-Month,Yes,Electronic check,90.25,30.06,2755.35,0,0,901.8,3657.15,dollars
6034-YMTOB,Month-to-Month,Yes,Mailed check,75.65,29.75,399.45,0,0,148.75,548.2,dollars
6034-ZRYCV,Two Year,Yes,Electronic check,5420,0,3937.45,0,0,0,3937.45,cents
6035-BXTTY,One Year,No,Bank transfer (automatic),54.65,19.92,1830.1,0,10,637.44,2477.54,dollars
6035-RIIOM,Two Year,Yes,Bank transfer (automatic),9720,31.55,5129.45,0,0,1703.7,6833.15,cents
6036-TTFYU,Month-to-Month,No,Mailed check,19.6,46.86,314.45,26.83,0,749.76,1037.38,dollars
6038-GCYEC,Month-to-Month,Yes,Credit card (automatic),54.15,0,1240.25,0,0,0,1240.25,dollars
6040-CGACY,Month-to-Month,No,Mailed check,19.6,39.87,299.4,0,0,598.05,897.45,dollars
6047-SUHPR,One Year,No,Electronic check,59.8,13.8,2343.85,0,140,538.2,3022.05,dollars
6047-YHPVI,Month-to-Month,Yes,Electronic check,69.7,12.6,316.9,0,0,63,379.9,dollars
6048-NJXHX,Two Year,Yes,Electronic check,1975,35.46,899.45,0,0,1453.86,2353.31,cents
6048-QBXKL,Month-to-Month,Yes,Credit card (automatic),56.55,31.74,118.25,0,0,63.48,181.73,dollars
6048-UWKAL,Two Year,No,Credit card (automatic),10540,19.39,6998.95,0,0,1337.91,8336.86,cents
6050-FFXES,Two Year,No,Bank transfer (automatic),10535,14.69,7240.65,0,50,1013.61,8304.26,cents
6050-IJRHS,One Year,Yes,Electronic check,106.5,5.93,7397,0,0,415.1,7812.1,dollars
6051-PTVNS,One Year,No,Credit card (automatic),19.15,27.7,998.1,0,0,1523.5,2521.6,dollars
6060-DRTNL,Month-to-Month,Yes,Mailed check,8485,27.35,415.55,0,20,136.75,572.3,cents
6060-QBMGV,Two Year,No,Credit card (automatic),19.85,3.51,1433.8,45.47,0,245.7,1634.03,dollars
6061-GWWAV,One Year,No,Mailed check,70.2,13.76,2894.55,0,0,564.16,3458.71,dollars
6061-PQHMK,One Year,No,Credit card (automatic),1989.9999999999998,1.36,527.5,0,0,34,561.5,cents
6064-PUPMC,One Year,No,Credit card (automatic),57.2,37.86,1423.35,0,0,870.78,2294.13,dollars
6064-ZATLR,Two Year,No,Bank transfer (automatic),52.85,10.55,1498.65,0,0,284.85,1783.5,dollars
6067-NGCEU,Month-to-Month,Yes,Credit card (automatic),111.05,41.78,7107,0,0,2715.7,9822.7,dollars
6072-NUQCB,One Year,No,Bank transfer (automatic),2025,37.7,488.25,0,0,829.4,1317.65,cents
6075-QMNRR,Month-to-Month,Yes,Bank transfer (automatic),49.75,38.93,2535.55,0,0,2024.36,4559.91,dollars
6075-SLNIL,Month-to-Month,Yes,Credit card (automatic),9510,6.71,3691.2,0,0,254.98,3946.18,cents
6077-BDPXA,Month-to-Month,Yes,Electronic check,7015.000000000001,5.63,194.2,0,0,16.89,211.09,cents
6078-VESFR,Month-to-Month,No,Bank transfer (automatic),7045,36.57,849.1,0,0,475.41,1324.51,cents
6080-LNESI,Two Year,No,Mailed check,24.75,18.07,1234.6,0,0,921.57,2156.17,dollars
6080-TCMYC,Month-to-Month,Yes,Electronic check,81.2,3.52,3292.3,0,0,140.8,3433.1,dollars
6082-GLJIX,Month-to-Month,No,Mailed check,1925,31.33,331.35,0,0,563.94,895.29,cents
6082-OQFBA,One Year,No,Mailed check,19.65,24.88,436.9,0,0,572.24,1009.14,dollars
6086-ESGRL,Month-to-Month,No,Credit card (automatic),8015.000000000001,4.67,80.15,0,0,4.67,84.82,cents
6087-MVHJH,Month-to-Month,Yes,Electronic check,88.45,17.8,1422.1,0,140,284.8,1846.9,dollars
6087-YPWHO,Two Year,No,Mailed check,6815.000000000001,17.31,4808.7,0,0,1246.32,6055.02,cents
6088-BXMRG,Month-to-Month,Yes,Electronic check,98.85,24.04,3089.6,0,0,769.28,3858.88,dollars
6092-QZVPP,Month-to-Month,Yes,Credit card (automatic),79.2,42.51,2854.95,0,40,1530.36,4425.31,dollars
6094-ZIVKX,One Year,Yes,Credit card (automatic),54.45,17.41,3674.95,0,0,1183.88,4858.83,dollars
6096-EGVTU,One Year,No,Mailed check,2490,19.23,1595.5,0,0,1230.72,2826.22,cents
6097-EQISJ,One Year,Yes,Credit card (automatic),10245,48.77,6615.15,0,130,3218.82,9963.97,cents
6100-FJZDG,One Year,Yes,Bank transfer (automatic),20.05,45.28,505.9,0,0,1177.28,1683.18,dollars
6100-QQHEB,Month-to-Month,Yes,Electronic check,92.55,17.71,1515.1,0,0,301.07,1816.17,dollars
6101-IMRMM,Month-to-Month,No,Mailed check,94.5,16.58,575.45,0,10,99.48,684.93,dollars
6103-BOCOU,Month-to-Month,Yes,Electronic check,8070,20.64,2193,0,0,536.64,2729.64,cents
6103-LIANB,Two Year,Yes,Credit card (automatic),9950,41.09,5861.75,0,0,2424.31,8286.06,cents
6103-QCKFX,Month-to-Month,No,Bank transfer (automatic),56.25,43.7,2419.55,14.78,40,1922.8,4367.57,dollars
6108-OQZDQ,Month-to-Month,Yes,Electronic check,97.95,9.98,384.5,0,0,39.92,424.42,dollars
6110-OHIHY,Month-to-Month,No,Electronic check,79.25,49.76,267.6,0,10,149.28,426.88,dollars
6112-KTHFQ,Month-to-Month,Yes,Mailed check,1930,21.36,279.3,0,0,277.68,556.98,cents
